fips,lat,lon,elevation,slope1,slope2,slope3,slope4,slope5,slope6,slope7,slope8,aspectN,aspectE,aspectS,aspectW,aspectUnknown,WAT_LAND,NVG_LAND,URB_LAND,GRS_LAND,FOR_LAND,CULTRF_LAND,CULTIR_LAND,CULT_LAND,SQ1,SQ2,SQ3,SQ4,SQ5,SQ6,SQ7
48059,32.29315,-99.372249,529,0.0261,0.3139,0.4217,0.1298,0.0622,0.0445,0.0018,0.0,0.2546,0.1794,0.0632,0.1628,0.34,0.0,0.0,0.0856999978423119,63.830173492431605,5.95879602432251,30.0601463317871,0.0651859566569328,30.1253318786621,1,1,1,1,1,1,1
48063,32.974581,-94.979085,117,0.03,0.3514,0.5253,0.0924,0.0009,0.0,0.0,0.0,0.1444,0.1861,0.1602,0.1279,0.3814,0.0,0.0,0.688300013542175,6.9421968460083,70.5572052001953,21.5188255310059,0.293471992015839,21.812297821044897,3,2,1,1,1,1,1
48061,26.102923,-97.47895799999999,6,0.1914,0.7472,0.0614,0.0,0.0,0.0,0.0,0.0,0.0127,0.0158,0.0196,0.0133,0.9386,1.9953998327255202,0.0,20.2461986541748,51.4958686828613,7.24556303024292,1.9073486328125e-06,19.0169696807861,19.0169715881348,1,1,1,1,1,1,1
48065,35.405496,-101.355356,1044,0.0914,0.6146,0.2751,0.0188,0.0001,0.0,0.0,0.0,0.0498,0.1147,0.067,0.0625,0.706,0.0,0.0,0.00202811718918383,74.3642959594727,0.0,1.9073486328125e-06,25.633670806884798,25.6336727142334,1,1,1,1,1,1,1
48067,33.083698,-94.357579,95,0.0149,0.1924,0.503,0.2732,0.016,0.0005,0.0,0.0,0.1884,0.2268,0.185,0.1925,0.2073,0.0,0.0,0.365747928619385,8.918657302856449,90.671142578125,0.0,0.0444520488381386,0.0444520488381386,3,2,1,1,1,1,1
48069,34.533621000000004,-102.258786,1144,0.1178,0.7282,0.153,0.001,0.0,0.0,0.0,0.0,0.0212,0.0479,0.0531,0.0318,0.846,0.0,0.0,0.103399999439716,53.9854888916016,2.98173975944519,0.0,42.929370880127,42.929370880127,1,1,1,1,1,1,1
48071,29.703933000000003,-94.668875,3,0.3238,0.5934,0.0734,0.0094,0.0,0.0,0.0,0.0,0.0155,0.0243,0.0203,0.0227,0.9172,55.0,2.0,0.007400000002235171,7.55776119232178,33.4332313537598,2.00160717964172,0.0,2.00160717964172,1,1,1,3,1,1,1
48073,31.843859000000002,-95.156504,185,0.0139,0.1424,0.4086,0.3062,0.1015,0.0274,0.0,0.0,0.1702,0.2414,0.1895,0.2426,0.1563,0.0,0.0,0.484199970960617,9.05496025085449,70.2369232177734,20.105783462524396,0.11813370138406801,20.2239170074463,3,2,1,1,1,1,1
48075,34.529337,-100.208336,568,0.028999999999999998,0.3858,0.5361,0.0491,0.0,0.0,0.0,0.0,0.1217,0.2337,0.105,0.1248,0.4148,0.0,0.0,0.24770000576973003,97.555419921875,0.310768932104111,0.0,1.88611495494843,1.88611495494843,1,1,1,1,1,1,1
48077,33.785903999999995,-98.212918,301,0.079,0.6272,0.2892,0.0046,0.0,0.0,0.0,0.0,0.0839,0.0816,0.0492,0.0791,0.7062,0.0,0.0,0.130400002002716,61.1887283325195,0.9033396244049069,37.6423835754395,0.135148495435715,37.777530670166,1,1,1,1,1,1,1
48079,33.60844,-102.830449,1150,0.0974,0.6735,0.2281,0.001,0.0,0.0,0.0,0.0,0.0518,0.0746,0.0539,0.0488,0.7709,0.0,0.0,0.04509999975562099,86.0479965209961,1.16203272342682,9.5367431640625e-07,12.744870185852099,12.744871139526401,1,1,1,1,1,1,1
48081,31.877105,-100.63523599999999,627,0.0209,0.2999,0.475,0.1338,0.023,0.0379,0.0095,0.0,0.2488,0.2427,0.1039,0.0838,0.3208,0.0,0.0,0.0114999990910292,97.8291015625,2.15038180351257,0.0,0.009019237942993641,0.009019237942993641,1,1,3,1,1,1,2
48083,31.914205,-99.346622,484,0.0422,0.3664,0.446,0.1291,0.0154,0.0009,0.0,0.0,0.1559,0.1436,0.1415,0.1504,0.4086,0.0,0.0,0.11739999800920499,93.3492584228516,6.31283092498779,0.0,0.220510795712471,0.220510795712471,1,1,1,1,1,1,1
48085,33.193884999999995,-96.578153,167,0.0628,0.5288,0.3608,0.0476,0.0,0.0,0.0,0.0,0.0696,0.1467,0.0854,0.1067,0.5916,20.7835006713867,0.0,10.8844003677368,34.435592651367195,1.9242694377899199,31.849781036377,0.122455798089504,31.9722366333008,1,1,1,3,1,1,4
48087,34.963358,-100.27213499999999,631,0.017,0.2352,0.5794,0.1667,0.0017,0.0,0.0,0.0,0.1596,0.2506,0.1431,0.1945,0.2522,0.0,11.9860992431641,4.00929975509644,66.5387725830078,0.0,0.0,17.4658298492432,17.4658298492432,1,1,1,1,1,1,1
48089,29.595908,-96.50838900000001,60,0.1673,0.6406,0.1858,0.0063,0.0,0.0,0.0,0.0,0.0448,0.0582,0.0426,0.0465,0.8079,0.0,0.0,0.241499990224838,41.748142242431605,5.484023571014401,25.305112838745103,27.221220016479503,52.5263328552246,1,1,1,1,1,1,1
48091,29.803019,-98.255201,315,0.0047,0.0508,0.2567,0.3704,0.1377,0.1615,0.0161,0.0021,0.235,0.2765,0.2626,0.1704,0.0555,0.0,0.0,2.6207001209259,19.8659439086914,74.53802490234379,2.9074740409851096,0.0678562298417091,2.9753303527832,1,1,1,3,1,1,4
48093,31.951645000000003,-98.549617,405,0.0502,0.4073,0.466,0.0762,0.0003,0.0,0.0,0.0,0.1745,0.1881,0.1039,0.076,0.4575,0.0,0.0,0.11469999700784698,63.158145904540994,0.971462428569794,30.267042160034197,5.48864984512329,35.7556915283203,1,1,1,1,1,1,1
48095,31.318865000000002,-99.863648,610,0.0248,0.3395,0.5449,0.0836,0.0071,0.0001,0.0,0.0,0.2193,0.2019,0.0871,0.1274,0.3643,0.0,0.0,0.236399993300438,97.3579330444336,0.27597373723983804,0.0,2.12969493865967,2.12969493865967,1,1,3,1,1,1,2
48097,33.639169,-97.21037199999999,251,0.043,0.4561,0.4549,0.0449,0.0011,0.0,0.0,0.0,0.1046,0.1727,0.1128,0.1108,0.4991,0.0,0.0,0.49409997463226296,42.865760803222706,2.5774898529052703,53.5383453369141,0.52430522441864,54.062648773193395,1,1,1,1,1,1,2
48099,31.391177000000003,-97.798022,291,0.015,0.2028,0.5167,0.2253,0.039,0.0012,0.0,0.0,0.2376,0.2616,0.1792,0.1038,0.2178,0.0,0.0,0.25079998373985296,27.154956817627,54.830039978027294,17.7642040252686,0.0,17.7642040252686,1,1,1,1,1,1,1
48101,34.091906,-100.276442,533,0.071,0.6135,0.3066,0.0089,0.0,0.0,0.0,0.0,0.0497,0.1294,0.0839,0.0525,0.6845,0.0,0.0,0.00519999954849482,98.5452041625977,0.0,1.1920928955078099e-07,1.44959604740143,1.4495961666107198,1,1,1,1,1,1,1
48103,31.422796999999996,-102.487774,747,0.2066,0.736,0.0574,0.0,0.0,0.0,0.0,0.0,0.0047,0.0134,0.0175,0.0218,0.9426,0.0,99.98291778564449,0.0,4.42194368588389e-06,0.0,0.0,0.0170771591365337,0.0170771591365337,1,1,1,1,1,2,1
48105,30.717532000000002,-101.404211,733,0.036000000000000004,0.2764,0.3125,0.2532,0.10099999999999999,0.0209,0.0,0.0,0.1275,0.1452,0.2021,0.2128,0.3124,0.0,0.0,0.0,99.9882659912109,0.0,0.0,0.0117365103214979,0.0117365103214979,1,1,3,1,1,1,2
48107,33.609144,-101.29871,919,0.1472,0.7164,0.1097,0.012,0.0095,0.0052,0.0,0.0,0.0202,0.0463,0.0418,0.0281,0.8636,0.0,0.0,0.0368999987840652,87.4144821166992,8.257739067077638,0.0,4.29087591171265,4.29087591171265,1,1,1,1,1,1,1
48109,31.445909000000004,-104.526945,1354,0.0209,0.2632,0.5892,0.1163,0.0072,0.0032,0.0,0.0,0.2169,0.2201,0.1835,0.0954,0.2841,0.0,68.39999389648439,0.0,31.6000022888184,0.0,0.0,0.0,0.0,1,1,3,1,1,1,2
48111,36.28637,-102.59402,1246,0.1447,0.7259,0.1293,0.0001,0.0,0.0,0.0,0.0,0.0145,0.0579,0.036000000000000004,0.021,0.8706,0.0,0.0,0.082299992442131,68.72744750976561,4.395851135253911,0.0,26.7943992614746,26.7943992614746,1,1,1,1,1,1,1
48113,32.766987,-96.778424,130,0.0854,0.5221,0.337,0.046,0.0071,0.0024,0.0,0.0,0.0801,0.0889,0.1005,0.12300000000000001,0.6075,0.987799942493439,0.0,3.20040011405945,40.608303070068395,11.775221824646001,42.4592933654785,0.968981385231018,43.4282760620117,1,1,1,3,1,1,4
48119,33.385933,-95.67335,135,0.0781,0.5896,0.3228,0.0095,0.0,0.0,0.0,0.0,0.067,0.1089,0.0731,0.0833,0.6677,16.0,4.97469902038574,0.363999992609024,16.0996017456055,19.079025268554698,42.082550048828104,1.40012300014496,43.4826736450195,1,1,1,1,1,1,1
48115,32.741934,-101.947322,896,0.1202,0.648,0.2262,0.0056,0.0,0.0,0.0,0.0,0.0442,0.0729,0.06,0.0547,0.7682,0.0,68.9276962280273,0.10639999806881,20.261100769043,0.0,9.5367431640625e-07,10.7047996520996,10.704800605773901,1,1,1,1,1,1,1
48117,34.940765999999996,-102.607564,1204,0.1025,0.6852,0.2104,0.0019,0.0,0.0,0.0,0.0,0.0298,0.07,0.0773,0.0352,0.7877,0.0,0.0,0.0536194257438183,71.0963668823242,4.0450110435485795,0.0,24.8050003051758,24.8050003051758,1,1,1,1,1,1,1
48123,29.082341999999997,-97.36165600000001,68,0.0606,0.4883,0.4227,0.0284,0.0,0.0,0.0,0.0,0.1289,0.1266,0.0921,0.1035,0.5489,0.0,0.0,0.28489997982978804,66.65115356445311,7.10402059555054,25.650785446167003,0.30914369225502003,25.9599285125732,1,1,1,1,1,1,1
48121,33.205005,-97.119046,172,0.0368,0.3725,0.4552,0.122,0.0076,0.0048,0.0011,0.0,0.14,0.1936,0.1281,0.129,0.4093,6.7905998229980495,0.0,48.10749816894529,18.3053512573242,2.9413070678710898,23.761083602905302,0.0941609367728233,23.8552436828613,1,1,1,1,1,1,1
48125,33.614666,-100.78609499999999,658,0.0115,0.1128,0.2687,0.449,0.1345,0.0235,0.0,0.0,0.20800000000000002,0.2892,0.1819,0.1966,0.1243,0.0,0.0,0.103399999439716,95.4256057739258,2.48627758026123,0.0,1.98471796512604,1.98471796512604,1,1,1,1,1,1,1
48127,28.423587,-99.76587099999999,181,0.1254,0.6919,0.1825,0.0002,0.0,0.0,0.0,0.0,0.0649,0.052000000000000005,0.0358,0.03,0.8173,0.0,0.0,0.00860000029206276,96.69662475585942,0.0,3.23525762557983,0.0595169216394424,3.29477453231812,1,1,2,2,1,1,3
48129,34.955036,-100.815846,813,0.0223,0.2735,0.5434,0.157,0.0038,0.0,0.0,0.0,0.18600000000000003,0.2441,0.1538,0.1203,0.2958,0.0,0.0,0.007499999832361941,64.8302154541016,33.695667266845696,0.0,1.46661400794983,1.46661400794983,1,1,1,1,1,1,1
48131,27.681123,-98.497393,135,0.126,0.6957,0.1783,0.0,0.0,0.0,0.0,0.0,0.0462,0.0563,0.0527,0.0231,0.8217,0.0,0.0,0.0390999987721443,63.1392707824707,6.68242883682251,28.769029617309602,1.37017095088959,30.1392002105713,1,1,1,1,1,1,1
48133,32.324645000000004,-98.83655999999999,478,0.0812,0.6032,0.3022,0.0134,0.0,0.0,0.0,0.0,0.0712,0.1194,0.0697,0.0553,0.6844,0.0,0.0,0.113599993288517,61.0329513549805,4.663805961608889,33.168590545654304,1.0210540294647201,34.1896438598633,1,1,1,1,1,1,1
48137,29.985877000000002,-100.307373,701,0.0177,0.16399999999999998,0.5574,0.2438,0.0166,0.0005,0.0,0.0,0.1752,0.2157,0.1959,0.2315,0.1817,0.0,0.0,0.0,54.927806854248,45.067081451415994,0.0,0.00511131109669805,0.00511131109669805,1,1,3,1,1,1,2
48135,31.865301000000002,-102.542507,933,0.1347,0.6777,0.1864,0.0012,0.0,0.0,0.0,0.0,0.0485,0.0609,0.0345,0.0437,0.8124,0.0,78.0287704467773,0.0217000003904104,21.914087295532198,0.0,0.0,0.0354419685900211,0.0354419685900211,1,1,1,1,1,1,1
48139,32.347279,-96.79833599999999,158,0.0934,0.5887,0.2997,0.0182,0.0,0.0,0.0,0.0,0.0654,0.1274,0.0568,0.0683,0.6821,0.0,0.0,0.536099970340729,44.24909973144529,3.15906691551208,51.725067138671896,0.330667495727539,52.0557327270508,1,1,1,3,1,1,4
48141,31.766403000000004,-106.241391,1222,0.1033,0.5628,0.2959,0.0352,0.0027,0.0001,0.0,0.0,0.0504,0.0494,0.0966,0.1375,0.6661,0.0,56.2734603881836,3.58609986305237,14.744964599609402,4.83492422103882,1.9073486328125e-06,20.5605506896973,20.5605525970459,1,1,1,1,1,2,1
48143,32.238136,-98.22237700000001,401,0.0426,0.40700000000000003,0.5045,0.0459,0.0,0.0,0.0,0.0,0.1087,0.1784,0.1437,0.1196,0.4496,0.0,0.0,0.5597999691963199,41.553615570068395,2.77262234687805,51.8689155578613,3.2450430393219,55.1139602661133,1,1,1,1,1,1,1
48147,33.591161,-96.104988,204,0.0713,0.5838,0.3161,0.0288,0.0,0.0,0.0,0.0,0.07400000000000001,0.1064,0.055,0.1095,0.6551,2.9892001152038596,0.0,0.245399996638298,50.653450012207,1.33967995643616,41.97922897338871,2.79304194450378,44.7722702026367,1,1,1,3,1,1,4
48145,31.251929999999998,-96.934128,102,0.1577,0.6319,0.1819,0.0264,0.002,0.0001,0.0,0.0,0.0518,0.0675,0.0399,0.0512,0.7896,0.0,0.0,0.32639998197555503,67.91986083984379,3.0612618923187296,28.192392349243196,0.500081479549408,28.6924743652344,1,1,1,1,1,1,1
48149,29.877886,-96.921231,102,0.0453,0.3454,0.4705,0.1031,0.0222,0.0135,0.0,0.0,0.1431,0.1704,0.1797,0.1161,0.3907,0.0,6.967498779296879,0.45879998803138705,41.867336273193395,2.60509014129639,47.5993843078613,0.5018908977508539,48.1012763977051,1,1,1,2,1,1,3
48151,32.740473,-100.40312,602,0.0485,0.4203,0.489,0.0417,0.0005,0.0,0.0,0.0,0.1471,0.16699999999999998,0.0848,0.1323,0.4688,0.0,1.0,0.0188999995589256,97.7818756103516,0.26532328128814703,0.0,0.9339007139205929,0.9339007139205929,1,1,1,1,1,1,1
48153,34.073731,-101.303274,964,0.0714,0.5325,0.3704,0.0257,0.0,0.0,0.0,0.0,0.0854,0.1247,0.0846,0.1014,0.6039,0.0,0.0,0.373818606138229,59.525260925293,0.0,0.0,40.100921630859396,40.100921630859396,1,1,1,1,1,1,1
48155,33.980404,-99.777427,443,0.1424,0.7298,0.1277,0.0001,0.0,0.0,0.0,0.0,0.0439,0.0401,0.0275,0.0163,0.8722,0.0,0.0,0.0,73.630989074707,0.0,25.0161304473877,1.35287797451019,26.369009017944304,1,1,1,1,1,1,1
48157,29.526602,-95.771015,23,0.3492,0.5994,0.0501,0.0013,0.0,0.0,0.0,0.0,0.011000000000000001,0.0132,0.0134,0.0138,0.9486,0.0,8.92219924926758,0.780899941921234,57.5124855041504,4.58341264724731,26.2314014434814,1.96959805488586,28.201000213623,1,1,2,3,1,1,4
48159,33.175846,-95.219066,149,0.027999999999999997,0.3365,0.5274,0.1009,0.006999999999999999,0.0002,0.0,0.0,0.1322,0.192,0.161,0.1503,0.3645,16.8691997528076,0.0,0.72819995880127,11.129784584045401,29.1410598754883,41.7463874816895,0.38536709547042797,42.1317558288574,3,2,1,1,1,1,1
48161,31.701653999999998,-96.144237,132,0.0533,0.4335,0.4554,0.0556,0.0022,0.0,0.0,0.0,0.1349,0.1411,0.1048,0.1324,0.4868,0.0,0.0,0.309699982404709,37.827644348144496,16.918571472168,44.85197448730471,0.0921078100800514,44.9440841674805,1,1,1,1,1,1,1
48171,30.326390000000004,-98.94210600000001,540,0.0194,0.2042,0.4465,0.2442,0.0687,0.017,0.0,0.0,0.1273,0.2195,0.2487,0.1809,0.2236,0.0,0.0,0.443499982357025,73.4658126831055,0.800390243530273,23.173875808715803,2.11642503738403,25.2903003692627,1,1,1,1,1,1,1
48163,28.869334000000002,-99.108788,179,0.0687,0.5215,0.3994,0.0104,0.0,0.0,0.0,0.0,0.0631,0.0988,0.1097,0.1382,0.5902,0.0,0.0,0.19189999997615803,78.8574600219727,13.677486419677699,0.822332382202148,6.4508228302002,7.27315521240234,1,1,1,1,1,1,1
48167,29.228706,-94.894865,4,0.0307,0.1207,0.0475,0.0062,0.0,0.0,0.0,0.0,0.0157,0.0126,0.0107,0.0147,0.1514,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0
48179,35.402542,-100.812374,898,0.0131,0.183,0.5673,0.23399999999999999,0.0026,0.0,0.0,0.0,0.2395,0.2698,0.1215,0.1731,0.1961,0.0,0.0,0.0308999978005886,98.3292236328125,0.112271517515182,0.0,1.5276050567627,1.5276050567627,1,1,1,1,1,1,1
48165,32.743942,-102.631562,997,0.0649,0.4706,0.4209,0.0423,0.0013,0.0,0.0,0.0,0.0922,0.1518,0.1221,0.0984,0.5355,0.0,17.9734954833984,0.119699999690056,65.1215057373047,0.0,0.0,16.7852993011475,16.7852993011475,1,1,1,1,1,1,1
48169,33.183792,-101.30113399999999,732,0.061,0.4693,0.3545,0.0911,0.0212,0.0029,0.0,0.0,0.105,0.1408,0.1209,0.10300000000000001,0.5303,0.0,0.0,0.0,99.37952423095699,0.505803406238556,7.45058059692383e-09,0.114673800766468,0.11467380821704902,1,1,1,1,1,1,1
48173,31.868591,-101.528971,812,0.0731,0.5049,0.4156,0.0064,0.0,0.0,0.0,0.0,0.1362,0.1216,0.0573,0.1069,0.578,0.0,60.732696533203104,0.0598575808107853,19.338609695434602,0.0,0.0,19.868839263915998,19.868839263915998,1,1,1,1,1,2,1
48175,28.6607,-97.430415,51,0.1544,0.6251,0.2057,0.0145,0.0003,0.0,0.0,0.0,0.0528,0.0608,0.0529,0.054000000000000006,0.7795,0.0,0.0,0.0949999988079071,43.5069465637207,27.197813034057603,29.1979293823242,0.0023121249396354,29.200241088867198,1,1,1,1,1,1,1
48177,29.468704,-97.477738,91,0.1162,0.5852,0.28,0.0186,0.0,0.0,0.0,0.0,0.0907,0.0869,0.0554,0.0656,0.7014,0.0,0.0,0.11659999936819099,79.10569763183591,0.447446942329407,19.1006813049316,1.22957599163055,20.330257415771502,1,1,1,2,1,1,3
48181,33.624508,-96.675699,242,0.0253,0.3365,0.5491,0.0876,0.0015,0.0,0.0,0.0,0.1392,0.2297,0.0915,0.1778,0.3618,0.0,0.0,5.92960023880005,62.7987174987793,1.26457536220551,28.559452056884798,1.4476569890975999,30.007108688354503,1,1,1,3,1,1,4
48183,32.486397,-94.816276,91,0.0495,0.3871,0.4306,0.1142,0.0175,0.0011,0.0,0.0,0.1288,0.1686,0.1319,0.1341,0.4366,0.0,0.0,1.4585000276565598,9.12340354919434,76.5121612548828,12.603720664978,0.302214503288269,12.9059352874756,3,2,1,1,1,1,1
48185,30.543231,-95.98808199999999,112,0.0378,0.3843,0.5322,0.0457,0.0,0.0,0.0,0.0,0.1533,0.128,0.1299,0.1667,0.4221,0.0,0.0,0.629700005054474,29.687179565429698,40.9599380493164,27.8087940216064,0.914388716220856,28.7231826782227,1,1,1,1,1,1,1
48189,34.068436,-101.822888,1029,0.0919,0.644,0.259,0.0041,0.0007,0.0003,0.0,0.0,0.0456,0.0982,0.0637,0.0566,0.7359,0.0,0.0,0.0036381862591952103,38.9805679321289,0.0,3.814697265625e-06,61.0157890319824,61.01579284667971,1,1,1,1,1,1,1
48191,34.453189,-100.57634300000001,605,0.0038,0.0677,0.4097,0.4884,0.028999999999999998,0.0014,0.0,0.0,0.1663,0.2382,0.2759,0.2481,0.0715,0.0,0.0,0.0162000004202127,98.9927291870117,0.0656698197126389,0.0,0.9254019260406491,0.9254019260406491,1,1,1,1,1,1,1
48193,31.706982,-98.11179399999999,353,0.0299,0.4397,0.4954,0.035,0.0,0.0,0.0,0.0,0.1336,0.2025,0.1042,0.0901,0.4696,0.0,0.0,0.18039999902248396,50.8142509460449,15.516211509704599,33.3064117431641,0.18272510170936604,33.4891357421875,1,1,1,1,1,1,2
48195,36.272847,-101.35693,950,0.0447,0.3437,0.3632,0.2262,0.0219,0.0003,0.0,0.0,0.1393,0.1923,0.1104,0.1696,0.3884,0.0,0.0,0.0149185750633478,57.187870025634794,0.0,0.0,42.797210693359396,42.797210693359396,1,1,1,1,1,1,1
48197,34.289904,-99.74569699999999,475,0.0358,0.4345,0.4727,0.0548,0.0022,0.0,0.0,0.0,0.1237,0.1842,0.0977,0.1241,0.4703,0.0,0.0,0.0160000007599592,57.3745346069336,21.6396636962891,20.0736865997314,0.8961148262023929,20.969800949096697,1,1,1,1,1,1,1
48187,29.583208000000003,-97.949027,152,0.0818,0.5111,0.3771,0.0298,0.0002,0.0,0.0,0.0,0.1036,0.1276,0.0737,0.1022,0.5929,0.0,0.0,0.8064000010490421,32.2936019897461,29.926477432251,36.917671203613295,0.0558494888246059,36.9735221862793,1,1,1,1,1,1,1
48203,32.547993,-94.374425,112,0.0279,0.2737,0.5599,0.1376,0.0006,0.0003,0.0,0.0,0.1649,0.1901,0.1664,0.177,0.3016,0.0,0.0,0.539081931114197,8.90014362335205,90.4829559326172,7.45058059692383e-09,0.0778180435299873,0.0778180509805679,3,2,1,1,1,1,1
48199,30.329612,-94.393149,30,0.0733,0.507,0.37,0.0492,0.0005,0.0,0.0,0.0,0.1069,0.1124,0.1024,0.098,0.5803,0.0,0.0,0.630608558654785,8.89840602874756,90.4652938842773,0.0,0.00569144589826465,0.00569144589826465,3,2,1,2,1,1,1
48201,29.857273,-95.39303699999999,20,0.1126,0.605,0.2314,0.0373,0.0077,0.0052,0.0008,0.0,0.0631,0.0774,0.0742,0.0677,0.7176,0.0,0.0,99.9987640380859,9.69890970736742e-06,0.0,0.0,0.00122626300435513,0.00122626300435513,1,1,3,2,1,1,4
48205,35.840244,-102.610047,1138,0.0366,0.4011,0.4567,0.0966,0.0089,0.0001,0.0,0.0,0.0868,0.2025,0.1476,0.1254,0.4377,0.0,0.0,0.0126000000163913,99.33056640625,0.656836271286011,0.0,0.0,0.0,1,1,1,1,1,1,1
48207,33.175965000000005,-99.730773,467,0.14,0.7474,0.1126,0.0,0.0,0.0,0.0,0.0,0.0159,0.0553,0.0201,0.0213,0.8874,0.0,0.0,0.0219999998807907,93.3247222900391,0.6347721815109251,0.0,6.018506050109861,6.018506050109861,1,1,1,1,1,1,1
48209,30.061225,-98.029267,274,0.019,0.2225,0.4997,0.1888,0.0466,0.0234,0.0,0.0,0.1775,0.2396,0.2185,0.1229,0.2415,0.0,0.0,1.36699998378754,11.5166349411011,87.09036254882808,1.86264514923096e-09,0.0260024592280388,0.0260024610906839,1,1,1,3,1,1,4
48211,35.816237,-100.284807,769,0.0151,0.2378,0.4889,0.2558,0.0024,0.0,0.0,0.0,0.1514,0.2583,0.1111,0.2263,0.2529,0.0,0.0,0.0126000000163913,67.3225555419922,0.69896787405014,30.9716529846191,0.9942209720611569,31.9658737182617,1,1,1,1,1,1,1
48213,32.211633,-95.853418,154,0.0356,0.3346,0.5134,0.1145,0.0019,0.0,0.0,0.0,0.1293,0.1628,0.1594,0.1783,0.3702,0.0,0.0,1.11290001869202,6.53961944580078,23.2239990234375,68.94943237304689,0.174045994877815,69.1234817504883,3,2,1,1,1,1,1
48215,26.396384,-98.18099000000001,29,0.2506,0.7089,0.0404,0.0001,0.0,0.0,0.0,0.0,0.0094,0.0101,0.0083,0.0127,0.9595,0.0,0.0,13.934999465942399,33.3335800170898,0.0,3.814697265625e-06,52.731418609619105,52.7314224243164,1,1,1,1,1,1,1
48217,31.98224,-97.129886,185,0.0843,0.5392,0.3407,0.0358,0.0,0.0,0.0,0.0,0.0774,0.0639,0.0804,0.1548,0.6235,0.0,0.0,0.356699973344803,87.6764297485352,0.346715956926346,10.3915643692017,1.2285870313644398,11.6201515197754,1,1,1,3,1,1,4
48221,32.430149,-97.831677,273,0.0208,0.2433,0.5132,0.1868,0.0241,0.0118,0.0,0.0,0.1871,0.2479,0.1398,0.1611,0.2641,25.7743988037109,0.0,1.9694999456405602,25.8512287139893,31.441225051879897,14.628560066223098,0.33508720993995694,14.963646888732901,1,1,1,1,1,1,1
48219,33.605932,-102.343398,1057,0.1666,0.7149,0.1184,0.0001,0.0,0.0,0.0,0.0,0.0191,0.0443,0.0291,0.026000000000000002,0.8815,0.0,33.069091796875,0.12597976624965698,28.527198791503896,0.0,0.0,38.27772903442379,38.27772903442379,1,1,1,1,1,1,1
48229,31.450868,-105.377549,1389,0.0762,0.5367,0.3515,0.0292,0.0061,0.0003,0.0,0.0,0.1743,0.0898,0.0747,0.0483,0.6129,0.0,26.775207519531303,0.0296000000089407,72.7649841308594,0.0,0.0,0.43020710349082897,0.43020710349082897,1,1,2,1,1,1,2
48227,32.303583,-101.43853,754,0.0736,0.5467,0.34299999999999997,0.0359,0.0008,0.0,0.0,0.0,0.0356,0.1321,0.1432,0.0688,0.6203,3.9914999008178698,0.0,0.0831999927759171,95.61023712158199,0.138770043849945,0.0,0.17629219591617604,0.17629219591617604,1,1,2,1,1,1,2
48223,33.148959000000005,-95.56519399999999,146,0.0466,0.4672,0.4427,0.0405,0.0023,0.0007,0.0,0.0,0.1403,0.1312,0.0823,0.1324,0.5138,0.0,0.0,0.973199963569641,2.78134632110596,8.4472131729126,87.3001251220703,0.498114585876465,87.7982406616211,2,2,1,1,1,1,1
48231,33.123438,-96.083807,155,0.0582,0.5266,0.395,0.0202,0.0,0.0,0.0,0.0,0.083,0.1462,0.0884,0.0976,0.5848,50.6543998718262,0.0,0.705899953842163,22.468021392822298,6.32024478912354,19.7716045379639,0.0798292234539986,19.8514347076416,1,1,1,1,1,1,1
48225,31.323036,-95.4216,113,0.0282,0.3025,0.5469,0.1191,0.0033,0.0,0.0,0.0,0.1125,0.1656,0.1861,0.2051,0.3307,0.0,0.0,0.0909327045083046,11.8470468521118,87.1757583618164,0.42640683054923995,0.459854990243912,0.886261820793152,3,2,1,1,1,1,1
48233,35.837047,-101.362746,850,0.0607,0.3456,0.3575,0.2064,0.0186,0.0111,0.0001,0.0,0.1612,0.1605,0.1373,0.1347,0.4063,0.0,0.0,0.17959998548030898,99.57058715820308,0.20891094207763697,0.0,0.0409055799245834,0.0409055799245834,1,1,1,1,1,1,1
48235,31.303424,-100.98130400000001,751,0.0124,0.1716,0.5489999999999999,0.2081,0.0509,0.008,0.0,0.0,0.2701,0.1915,0.1319,0.2225,0.184,0.0,0.0,0.0211999975144863,99.7635650634766,0.21523757278919198,0.0,0.0,0.0,1,1,3,1,1,1,2
48237,33.232277,-98.171902,339,0.0222,0.3018,0.4882,0.1594,0.0262,0.0022,0.0,0.0,0.2051,0.2034,0.0928,0.1747,0.324,0.0,0.0,0.0480999983847141,67.8881072998047,2.04689168930054,30.0012550354004,0.015641400590539,30.0168972015381,1,1,1,1,1,1,1
48239,28.959802000000003,-96.58908000000001,18,0.2244,0.5658,0.182,0.0277,0.0001,0.0,0.0,0.0,0.0455,0.0583,0.0476,0.0584,0.7902,0.0,10.0,0.122599996626377,52.8530158996582,17.358201980590803,13.7032976150513,5.96288394927979,19.6661815643311,1,1,2,2,1,1,4
48241,30.752932,-94.02229399999999,54,0.0451,0.3859,0.4767,0.0912,0.0011,0.0,0.0,0.0,0.1143,0.159,0.1626,0.1331,0.431,0.0,0.0,0.529399991035461,8.95012474060059,84.6901397705078,5.77646207809448,0.0538728907704353,5.830335140228269,3,2,1,2,1,1,1
